institution_id,macro_category,count,institution_name
I4210120727,Geospatial & Seismic Vis,1,Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg (ENGEES)
I4210120900,Volume Rendering & Immersive Tech,1,Stanford Synchrotron Radiation Lightsource
I4210121405,Volume Rendering & Immersive Tech,1,Centre for Artificial Intelligence and Robotics
I4210121445,Graph Visualization & Text Mining,1,Institute for Development and Economic Analysis
I4210121626,Volume Rendering & Immersive Tech,1,Signal Processing (United States)
I4210121838,Social & Biomedical Analytics,1,Laboratoire Lorrain de Recherche en Informatique et ses Applications
I4210121838,Volume Rendering & Immersive Tech,2,Laboratoire Lorrain de Recherche en Informatique et ses Applications
I4210121844,Graph Visualization & Text Mining,1,IBM (United Kingdom)
I4210121988,Volume Rendering & Immersive Tech,1,Film Independent
I4210122684,Graph Visualization & Text Mining,1,Sony Computer Science Laboratories
I4210122684,Visual Programming & ML,1,Sony Computer Science Laboratories
I4210122731,Geospatial & Seismic Vis,1,Digital Wave (United States)
I4210122731,Volume Rendering & Immersive Tech,1,Digital Wave (United States)
I4210122765,Volume Rendering & Immersive Tech,2,Kaiser-Franz-Josef-Spital
I4210122849,Volume Rendering & Immersive Tech,5,Philips (Netherlands)
I4210122954,Social & Biomedical Analytics,1,MIT Lincoln Laboratory
I4210123171,High-Dimensional Data Analysis,1,Museum of Decorative Arts in Prague
I4210123185,Causality & Temporal Analysis,1,Zhejiang Lab
I4210123185,Graph Visualization & Text Mining,3,Zhejiang Lab
I4210123185,Perception & Uncertainty Vis,1,Zhejiang Lab
I4210123185,Visual Programming & ML,2,Zhejiang Lab
I4210123185,Volume Rendering & Immersive Tech,1,Zhejiang Lab
I4210124175,Graph Visualization & Text Mining,1,Center for Astrophysics Harvard & Smithsonian
I4210124474,Volume Rendering & Immersive Tech,1,Swanson Center
I4210124503,Geospatial & Seismic Vis,1,Fraunhofer Institute for Machine Tools and Forming Technology
I4210124949,High-Dimensional Data Analysis,1,Microsoft Research (India)
I4210124949,Topological Data Analysis,1,Microsoft Research (India)
I4210125099,Graph Visualization & Text Mining,1,Mayo Clinic in Arizona
I4210125647,Volume Rendering & Immersive Tech,1,"Istituto Nazionale di Fisica Nucleare, Sezione di Genova"
I4210125789,Molecular Simulation,1,Centro Científico Tecnológico - Bahía Blanca
I4210125796,Volume Rendering & Immersive Tech,1,University Children's Hospital Tübingen
I4210125843,Volume Rendering & Immersive Tech,1,University Hospital Leipzig
I4210126023,Network Security & Anomaltic,1,Energy Sciences Network
I4210126298,Molecular Simulation,1,Duke Medical Center
I4210126298,Social & Biomedical Analytics,1,Duke Medical Center
I4210126328,Social & Biomedical Analytics,1,IBM Research - Zurich
I4210126360,Graph Visualization & Text Mining,1,Inria Saclay - Île de France
I4210126360,High-Dimensional Data Analysis,1,Inria Saclay - Île de France
I4210126360,Perception & Uncertainty Vis,2,Inria Saclay - Île de France
I4210126360,Volume Rendering & Immersive Tech,5,Inria Saclay - Île de France
I4210126794,Graph Visualization & Text Mining,2,IBM Research (China)
I4210126794,Network Security & Anomaltic,1,IBM Research (China)
I4210126794,Social & Biomedical Analytics,1,IBM Research (China)
I4210126846,Volume Rendering & Immersive Tech,1,Information Technology Laboratory
I4210127074,Visual Programming & ML,1,Zhongshan Hospital
I4210127166,Geospatial & Seismic Vis,1,Centre Inria de l'Université de Lorraine
I4210127226,Graph Visualization & Text Mining,2,Robert Bosch (Slovenia)
I4210127322,Volume Rendering & Immersive Tech,1,Procomcure Biotech (Austria)
I4210127646,Graph Visualization & Text Mining,1,Max Planck Institute for Gravitational Physics
I4210127843,Visual Programming & ML,1,First Automotive Works (China)
I4210127875,Graph Visualization & Text Mining,1,Nvidia (United States)
I4210127875,Topological Data Analysis,1,Nvidia (United States)
I4210127875,Volume Rendering & Immersive Tech,4,Nvidia (United States)
I4210127902,Graph Visualization & Text Mining,1,Leibniz Institute of Plant Genetics and Crop Plant Research
I4210128666,Imaging & Display Technology,1,Institut Claudius Regaud
I4210128801,Causality & Temporal Analysis,1,Helmholtz Center for Information Security
I4210128818,Geospatial & Seismic Vis,1,Institute of Software
I4210128818,Graph Visualization & Text Mining,1,Institute of Software
I4210128818,Social & Biomedical Analytics,2,Institute of Software
I4210128818,Volume Rendering & Immersive Tech,1,Institute of Software
I4210129173,Volume Rendering & Immersive Tech,1,Defense Systems (United States)
I4210129730,High-Dimensional Data Analysis,1,RIKEN Center for Computational Science
I4210130048,Volume Rendering & Immersive Tech,1,Royal Victoria Hospital
I4210130112,High-Dimensional Data Analysis,1,China Academy of Information and Communications Technology
I4210131230,Volume Rendering & Immersive Tech,1,Philips (United States)
I4210131308,Molecular Simulation,1,I.R.C.C.S. Oasi Maria SS
I4210131673,Volume Rendering & Immersive Tech,1,Dassault Systèmes (United States)
I4210131712,Graph Visualization & Text Mining,1,Oklahoma State University Oklahoma City
I4210131883,Graph Visualization & Text Mining,3,Brazilian Society of Computational and Applied Mathematics
I4210131883,Volume Rendering & Immersive Tech,1,Brazilian Society of Computational and Applied Mathematics
I4210131986,High-Dimensional Data Analysis,1,Centro Universitario de Tecnología y Arte Digital
I4210132870,Volume Rendering & Immersive Tech,1,Xerox (United States)
I4210133110,High-Dimensional Data Analysis,1,
I4210133125,Volume Rendering & Immersive Tech,1,Mitsubishi Electric (Japan)
I4210133173,Visual Programming & ML,1,Research!America (United States)
I4210133271,Network Security & Anomaltic,1,Imagination Technologies (United Kingdom)
I4210133362,Graph Visualization & Text Mining,1,Institut National de Physique Nucléaire et de Physique des Particules
I4210133369,Geospatial & Seismic Vis,1,Decision Sciences (United States)
I4210133934,Imaging & Display Technology,1,Bernstein Center for Computational Neuroscience Tübingen
I4210133934,Volume Rendering & Immersive Tech,1,Bernstein Center for Computational Neuroscience Tübingen
I4210134051,Visual Programming & ML,1,ITS (United Kingdom)
I4210134052,Volume Rendering & Immersive Tech,1,Scientific Systems (United States)
I4210134504,Imaging & Display Technology,1,Universidad Católica San Pablo
I4210134512,Network Security & Anomaltic,1,GE Global Research (United States)
I4210134512,Perception & Uncertainty Vis,1,GE Global Research (United States)
I4210134512,Volume Rendering & Immersive Tech,3,GE Global Research (United States)
I4210135053,High-Dimensional Data Analysis,1,Quality Research
I4210135180,Volume Rendering & Immersive Tech,1,Filmuniversität Babelsberg KONRAD WOLF
I4210135252,Social & Biomedical Analytics,2,University of Minnesota Medical Center
I4210135298,Volume Rendering & Immersive Tech,1,Jensen Hughes (United States)
I4210135397,Graph Visualization & Text Mining,1,Zentrum für Foren in der Grafischen Datenverarbeitung
I4210135397,Social & Biomedical Analytics,1,Zentrum für Foren in der Grafischen Datenverarbeitung
I4210135397,Volume Rendering & Immersive Tech,2,Zentrum für Foren in der Grafischen Datenverarbeitung
I4210135439,Social & Biomedical Analytics,1,RMIT Europe
I4210135640,Perception & Uncertainty Vis,1,Laboratoire de Biométrie et Biologie Evolutive
I4210135670,High-Dimensional Data Analysis,1,Amsterdam University of the Arts
I4210135837,Geospatial & Seismic Vis,1,National Center for Supercomputing Applications
I4210135837,Graph Visualization & Text Mining,1,National Center for Supercomputing Applications
I4210135837,Molecular Simulation,1,National Center for Supercomputing Applications
I4210135837,Visual Programming & ML,3,National Center for Supercomputing Applications
I4210135837,Volume Rendering & Immersive Tech,4,National Center for Supercomputing Applications
I4210136249,High-Dimensional Data Analysis,4,University of Applied Sciences Upper Austria
I4210136249,Visual Programming & ML,1,University of Applied Sciences Upper Austria
I4210136249,Volume Rendering & Immersive Tech,2,University of Applied Sciences Upper Austria
I4210136308,Volume Rendering & Immersive Tech,1,Translational Innovation in Medicine and Complexity
I4210136471,Molecular Simulation,1,FC Barcelona
I4210136697,High-Dimensional Data Analysis,1,Sint Maartenskliniek
I4210136697,Volume Rendering & Immersive Tech,1,Sint Maartenskliniek
I4210136895,Imaging & Display Technology,1,Institute for the Future
I4210136987,Molecular Simulation,1,St. Anne's University Hospital Brno
I4210137033,Volume Rendering & Immersive Tech,2,Istituto di Matematica Applicata e Tecnologie Informatiche
I4210137046,High-Dimensional Data Analysis,1,Inte:Ligand (Austria)
I4210137298,Graph Visualization & Text Mining,1,Avaya (United States)
I4210137306,Volume Rendering & Immersive Tech,2,Stanford Medicine
I4210137693,High-Dimensional Data Analysis,1,Siemens (United States)
I4210137693,Volume Rendering & Immersive Tech,2,Siemens (United States)
I4210137873,Volume Rendering & Immersive Tech,3,Fraunhofer Institute for Digital Medicine
I4210138167,Visual Programming & ML,1,PowerWorld (United States)
I4210138199,Geospatial & Seismic Vis,2,University of Washington Applied Physics Laboratory
I4210138311,Topological Data Analysis,1,Lawrence Livermore National Security
I4210138378,Imaging & Display Technology,1,Dominion (United States)
I4210138378,Volume Rendering & Immersive Tech,1,Dominion (United States)
I4210138427,Volume Rendering & Immersive Tech,1,Computational Physics (United States)
I4210138551,High-Dimensional Data Analysis,6,University Hospital Magdeburg
I4210138551,Imaging & Display Technology,3,University Hospital Magdeburg
I4210138551,Topological Data Analysis,1,University Hospital Magdeburg
I4210138551,Volume Rendering & Immersive Tech,12,University Hospital Magdeburg
I4210139350,Imaging & Display Technology,1,Fraunhofer Institute for Factory Operation and Automation
I4210139483,Volume Rendering & Immersive Tech,1,GREYC
I4210140408,High-Dimensional Data Analysis,1,Minneapolis VA Medical Center
I4210141030,Graph Visualization & Text Mining,1,SickKids Foundation
I4210141030,High-Dimensional Data Analysis,1,SickKids Foundation
I4210141030,Social & Biomedical Analytics,2,SickKids Foundation
I4210141120,Volume Rendering & Immersive Tech,1,Sorbonne University Abu Dhabi
I4210141176,Volume Rendering & Immersive Tech,2,Communication University of Zhejiang
I4210141255,Volume Rendering & Immersive Tech,1,Care Resource
I4210141311,Imaging & Display Technology,1,Staats- und Universitätsbibliothek Bremen
I4210141421,Graph Visualization & Text Mining,1,Ministère de l'Économie et des Finances
I4210141702,Causality & Temporal Analysis,1,University of Gävle
I4210142097,Graph Visualization & Text Mining,1,CardioFocus (United States)
I4210142140,Volume Rendering & Immersive Tech,1,Walt Disney (United States)
I4210142254,Graph Visualization & Text Mining,1,Laboratoire Bordelais de Recherche en Informatique
I4210142254,High-Dimensional Data Analysis,1,Laboratoire Bordelais de Recherche en Informatique
I4210142254,Volume Rendering & Immersive Tech,1,Laboratoire Bordelais de Recherche en Informatique
I4210142372,Graph Visualization & Text Mining,1,Human Media
I4210142372,High-Dimensional Data Analysis,1,Human Media
I4210142372,Imaging & Display Technology,1,Human Media
I4210142372,Social & Biomedical Analytics,1,Human Media
I4210142372,Visual Programming & ML,1,Human Media
I4210142372,Volume Rendering & Immersive Tech,2,Human Media
I4210142429,Volume Rendering & Immersive Tech,1,Women's Health Research Institute
I4210142721,Visual Programming & ML,1,Hospital Universitário da Universidade de São Paulo
I4210143137,Perception & Uncertainty Vis,1,University of Louisville Hospital
I4210143490,High-Dimensional Data Analysis,2,Computing Center
I4210143490,Visual Programming & ML,1,Computing Center
I4210143601,Visual Programming & ML,1,Decision Systems (United States)
I4210143841,Imaging & Display Technology,1,Saudi Aramco (Saudi Arabia)
I4210144062,Volume Rendering & Immersive Tech,1,Consorzio Roma Ricerche
I4210144576,Graph Visualization & Text Mining,2,Fraunhofer Institute for Intelligent Analysis and Information Systems
I4210144576,Social & Biomedical Analytics,1,Fraunhofer Institute for Intelligent Analysis and Information Systems
I4210144576,Visual Programming & ML,9,Fraunhofer Institute for Intelligent Analysis and Information Systems
I4210144576,Volume Rendering & Immersive Tech,1,Fraunhofer Institute for Intelligent Analysis and Information Systems
I4210144804,Graph Visualization & Text Mining,2,Laboratoire de Recherche en Informatique
I4210144804,High-Dimensional Data Analysis,3,Laboratoire de Recherche en Informatique
I4210144804,Perception & Uncertainty Vis,3,Laboratoire de Recherche en Informatique
I4210144804,Visual Programming & ML,3,Laboratoire de Recherche en Informatique
I4210144804,Volume Rendering & Immersive Tech,3,Laboratoire de Recherche en Informatique
I4210144839,Graph Visualization & Text Mining,1,Hamad bin Khalifa University
I4210144839,High-Dimensional Data Analysis,1,Hamad bin Khalifa University
I4210144839,Visual Programming & ML,1,Hamad bin Khalifa University
I4210144839,Volume Rendering & Immersive Tech,1,Hamad bin Khalifa University
I4210145386,Graph Visualization & Text Mining,1,National Intelligence University
I4210145387,Graph Visualization & Text Mining,1,Al Sulaiteen Agricultural & Industrial Complex (Qatar)
I4210145671,Imaging & Display Technology,1,Advanced Imaging Research (United States)
